Date,Open,High,Low,Close,Adj Close,Volume,HM4UP,LM4DN
2014-09-01,4592.419922,4610.569824,4464.439941,4493.390137,4493.390137,39631130000,0,0
2014-10-01,4486.649902,4641.509766,4116.600098,4630.740234,4630.740234,50136190000,0,1
2014-11-01,4633.709961,4810.859863,4594.919922,4791.629883,4791.629883,32967990000,0,0
2014-12-01,4777.72998,4814.950195,4547.310059,4736.049805,4736.049805,39587090000,0,1
2015-01-01,4760.240234,4777.009766,4563.109863,4635.240234,4635.240234,38719030000,0,1
2015-02-01,4650.600098,4989.25,4580.459961,4963.529785,4963.529785,35773090000,1,0
2015-03-01,4973.430176,5042.140137,4825.930176,4900.879883,4900.879883,41204240000,0,0
2015-04-01,4894.359863,5119.830078,4844.390137,4941.419922,4941.419922,37409760000,1,0
2015-05-01,4966.319824,5111.540039,4888.169922,5070.029785,5070.029785,35994540000,0,0
2015-06-01,5094.939941,5164.359863,4956.22998,4986.870117,4986.870117,41338820000,0,0
2015-07-01,5029.049805,5231.939941,4901.509766,5128.279785,5128.279785,40633420000,1,0
2015-08-01,5134.339844,5175.259766,4292.140137,4812.709961,4812.709961,45767180000,0,1
2015-09-01,4673.609863,4960.870117,4487.060059,4620.160156,4620.160156,41503920000,1,0
2015-10-01,4624.459961,5095.689941,4552.339844,5053.75,5053.75,42348240000,1,0
2015-11-01,5065.640137,5163.470215,4908.660156,5108.669922,5108.669922,36834860000,0,0
2015-12-01,5129.640137,5176.77002,4871.589844,5007.410156,5007.410156,40617940000,0,1
2016-01-01,4897.649902,4926.72998,4313.390137,4613.950195,4613.950195,44877130000,0,1
2016-02-01,4587.589844,4636.930176,4209.759766,4557.950195,4557.950195,43108650000,0,1
2016-03-01,4596.009766,4899.140137,4581.75,4869.850098,4869.850098,40738880000,1,0
2016-04-01,4842.549805,4969.319824,4740.839844,4775.359863,4775.359863,38014300000,0,0
2016-05-01,4786.549805,4951.450195,4678.379883,4948.049805,4948.049805,38803240000,0,0
2016-06-01,4928.970215,4980.140137,4574.25,4842.669922,4842.669922,44213900000,0,1
2016-07-01,4837.180176,5175.810059,4786.009766,5162.129883,5162.129883,36050040000,1,0
2016-08-01,5167.419922,5275.740234,5109.799805,5213.220215,5213.220215,38754780000,0,0
2016-09-01,5218.279785,5342.879883,5097.799805,5312,5312,40054600000,0,0
2016-10-01,5300.290039,5340.52002,5169.759766,5189.140137,5189.140137,34644850000,0,0
2016-11-01,5199.77002,5403.859863,5034.410156,5323.680176,5323.680176,41870720000,0,0
2016-12-01,5323.879883,5512.370117,5238.209961,5444.5,5444.5,40597960000,0,0
2017-01-01,5425.620117,5669.609863,5397.990234,5614.790039,5614.790039,36027970000,1,0
2017-02-01,5654.509766,5867.890137,5616.399902,5825.439941,5825.439941,36709560000,0,0
2017-03-01,5874.859863,5928.060059,5769.390137,5911.740234,5911.740234,43937720000,0,0
2017-04-01,5917.319824,6074.040039,5805.149902,6047.609863,6047.609863,33793200000,0,0
2017-05-01,6067.560059,6221.990234,5996.810059,6198.52002,6198.52002,42285390000,0,0
2017-06-01,6215.910156,6341.700195,6087.810059,6140.419922,6140.419922,48689910000,0,0
2017-07-01,6173.290039,6460.839844,6081.959961,6348.120117,6348.120117,36063120000,1,0
2017-08-01,6372.160156,6435.27002,6177.189941,6428.660156,6428.660156,41236800000,0,0
2017-09-01,6442.169922,6497.97998,6334.589844,6495.959961,6495.959961,38177120000,0,0
2017-10-01,6506.080078,6737.75,6484.140137,6727.669922,6727.669922,41421370000,0,0
2017-11-01,6758.640137,6914.189941,6667.310059,6873.970215,6873.970215,41870380000,0,0
2017-12-01,6844.040039,7003.890137,6734.129883,6903.390137,6903.390137,38573170000,0,0
2018-01-01,6937.649902,7505.77002,6924.080078,7411.47998,7411.47998,44405890000,1,0
2018-02-01,7377.169922,7441.089844,6630.669922,7273.009766,7273.009766,43791970000,0,1
2018-03-01,7274.75,7637.27002,6901.069824,7063.450195,7063.450195,48355130000,1,1
2018-04-01,7016.169922,7319.580078,6805.959961,7066.27002,7066.27002,42932190000,1,0
2018-05-01,7053.649902,7492.419922,6991.140137,7442.120117,7442.120117,45405220000,1,0
2018-06-01,7487.660156,7806.600098,7419.560059,7510.299805,7510.299805,48305960000,1,0
2018-07-01,7451.899902,7933.310059,7443.100098,7671.790039,7671.790039,38678490000,1,0
2018-08-01,7701.819824,8133.299805,7659.52002,8109.540039,8109.540039,45900880000,1,0
2018-09-01,8087.950195,8104.069824,7873.930176,8046.350098,8046.350098,44545790000,0,0
2018-10-01,8091.5,8107.379883,6922.830078,7305.899902,7305.899902,61400960000,0,1
2018-11-01,7327.819824,7572.930176,6830.759766,7330.540039,7330.540039,48560650000,0,1
2018-12-01,7486.129883,7486.509766,6190.169922,6635.279785,6635.279785,48808340000,0,1
2019-01-01,6506.910156,7303.120117,6457.129883,7281.740234,7281.740234,49199040000,1,0
2019-02-01,7256.370117,7602.689941,7225.140137,7532.529785,7532.529785,42304540000,1,0
2019-03-01,7587.450195,7850.109863,7332.919922,7729.319824,7729.319824,49145540000,0,0
2019-04-01,7800.240234,8176.080078,7777.089844,8095.390137,8095.390137,43162800000,1,0
2019-05-01,8132.930176,8164.709961,7448.22998,7453.149902,7453.149902,47405100000,0,1
2019-06-01,7441.209961,8088.879883,7292.220215,8006.240234,8006.240234,44505410000,1,0
2019-07-01,8145.850098,8339.639648,8059.290039,8175.419922,8175.419922,39238360000,0,0
2019-08-01,8190.560059,8311.040039,7662.899902,7962.879883,7962.879883,46090570000,0,1
2019-09-01,7906.439941,8243.799805,7847.319824,7999.339844,7999.339844,41462650000,1,0
2019-10-01,8026.830078,8335.55957,7700,8292.360352,8292.360352,43976360000,0,1
2019-11-01,8335.049805,8705.910156,8326.55957,8665.469727,8665.469727,41581990000,1,0
2019-12-01,8672.839844,9052,8435.400391,8972.599609,8972.599609,45940880000,1,0
2020-01-01,9039.459961,9451.429688,8943.5,9150.94043,9150.94043,52456350000,1,0
2020-02-01,9190.719727,9838.370117,8264.160156,8567.370117,8567.370117,53633950000,1,1
2020-03-01,0,0,0,0,0,0,0,0
2020-04-01,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0
